query	alternative query	main passage	citation
亲子之间的代沟是怎么来的		"美国社会学家玛格丽特·米德认为，代沟产生的原因是不同辈份的人由于历史
时代、社会环境和生活经历的不同，所导致的价值观念、思想认识、心理状态、生活
态度、行为方式以及兴趣爱好等方面的差异，并且最终极易引起分歧和冲突 
[1]。代沟的产生源于两代人生活年代的不同，不同的年代的价值观念不同，自然 
形成了不同的观念。亲子代之间的代沟并不因为微信的产生而出现，但是在微信使
用过程中，亲子之间的代沟和冲突发生了变化，由于亲子代两代长期分居两地， 亲子
之间的沟通联络主要依靠微信等新的通讯软件，在这个阶段亲子之间沟通的主要
代沟在微信上呈现，展示出和传统代沟不同的内容和价值观，子代解决冲突的方式
也和以往有所不同，亲子代也会在冲突中逐渐理解对方的观念和想法。"	"[1]罗珍珍. 微信使用对大学生家庭亲子关系的影响研究[D].河南大学,2019."
微信的诞生和亲子代沟有什么关系		"微信缓解了大学生亲子代之间的亲子冲突，一方面微信成为亲子冲突的缓冲器；另一方面，亲子代沟随着子代对亲代的反哺，逐渐缓解。 
"	"[1]罗珍珍. 微信使用对大学生家庭亲子关系的影响研究[D].河南大学,2019."
微信怎么缓冲亲子代沟？		"微信成为亲子代代沟与冲突的缓冲器。亲子代面对面的交流沟通过程中发生
的冲突是无法刻意避免的。面对面交流的过程中，亲子代双方能够直观感受对方
的情绪动作等非语言信息，自身情绪很难隐藏。微信使用过程的亲子沟通，无论
是视频聊天中的虚拟在场还是微信其他功能的使用。为了避免冲突，子代在微信
使用过程中，会建立起自己的中区，对父母呈现出父母眼中理想的形象，在原有的
微信使用行为上适当调整，避免和亲代发生冲突。具体的行为表现在朋友圈的设
置上，子代朋友圈对亲代的部分可见功能，微信表情包使用上子代选择通俗易懂的
表情包，尽量选择和子代价值观相近的行为，微信成为亲子代之间代沟和冲突的缓
冲器。微信缓解拥有性亲子代沟，亲子代之间的拥有性代沟反应在微信上体现为微
信操作熟练程度的不同以及微信思维的差异，这种代沟是可以主动消解的，子代在新的媒介技术上占据主导地位，亲代处于被反哺的处境，子代反哺过程
中，逐渐提高自己的家庭地位，亲代更加信任子代，反而向子代学习，了解和接受
子代的生活习惯和思想。亲子代之间的拥有性代沟逐渐消解，进而选择性代沟也
有所缓解。"	"[1]罗珍珍. 微信使用对大学生家庭亲子关系的影响研究[D].河南大学,2019."
导致亲子沟通不尽人意的因素		"原因更多来自自我的需求 不被理解。高中生正处在“心理断乳期”，处于青 春期的他们有被人理解的强烈渴望和自我被尊重 的诉求。他们渴望自主，同时又特别需要父母的理 解;感情变得内隐，脾气又容易暴躁。一旦诉求无 法得到满足，往往缺乏耐心，不愿沟通。 
"	"[1]辛朵.生涯规划视角下促进高中生亲子沟通的实践与思考[J].中小学心理健康教育,2021(26):16-18."
父母的哪些行为导致了无效亲子沟通	父母如何让沟通效果不尽人意	"父母 虽然有很强烈的意愿参与孩子的成长，但是由于缺 乏对青春期基本心理特点的把握和对孩子真正性 格兴趣的了解，导致亲子沟通不畅，针对孩子出现 的问题，要么就事论事地教导，要么一味顺从，缺 乏真正的引领和监管。 
"	"[1]辛朵.生涯规划视角下促进高中生亲子沟通的实践与思考[J].中小学心理健康教育,2021(26):16-18."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"鼓励家长学习文化知识，提高文化水平。家长受教育程度
越高，对于科学育子观念的认同度越高，对于家庭教育的科学
理念理解得越透彻。因此家长应该坚持学习，努力提高自身文
化水平。一则为孩子树立榜样，增强孩子主动学习的动力；二
则有能力辅导孩子学习；三则开阔眼界，提高文化素养，对家
庭教育理解更加透彻，更容易找到适当的方法引导孩子健康成
长，以减少和避免亲子矛盾，改善亲子关系"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"家长要认识到，改善亲子关系是一项长期工作。很多父母
有改善亲子关系的想法，但是并不长久。亲子关系的改善是一
项长期任务，家长应以最适合自己的方式去进行，不能把自己
逼得太紧，否则不容易长久且容易引发亲子矛盾。家长还要考
虑做法是否会得到孩子的正向反馈。若孩子总是不能给予正向
反馈，比如不理不睬等，家长就要考虑换个方式了"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"家长对孩子要抱有合理期望。绝大多数家长对孩子都抱有
很大期望，希望一代更比一代强。对于受教育程度高的家长来
说更是如此。这些家长本身很优秀，希望孩子更加优秀，因此
对他们也就更加严格。孩子的成长发展是有其自身规律的，家
长可以根据孩子的年龄特点和个性特征因势利导，让孩子健康
发展、逐渐优秀，而不是为了自己的不合理期望揠苗助长。
"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"培养孩子的自律能力。很多亲子矛盾是在家长督促孩子的
过程中产生的，而很多没有这些矛盾的家长回答“孩子自律性
强，不用催”。可见，培养孩子良好习惯，让孩子养成强大的
自律能力，是减少亲子矛盾的一项重要措施。
"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"提高家庭收入水平，学会平衡家庭与工作。收入越高的家
庭，亲子关系不受外界风险影响的概率越大。努力提高家庭收
入的同时，要注意提高家庭陪伴的质量。
"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
改进和增进亲子关系的建议有哪些？	怎样增进亲子关系？	"
为母亲提供具有针对性的家庭教育教材和课程。母亲在家庭
教育中占有重要地位，但是在调查问卷中，很多母亲表示缺少辅
导孩子学习的能力，容易在生活起居中和孩子产生矛盾。数据显
示，这些母亲大部分受教育程度不高，有接受家庭教育指导的需
求。可以通过网络、讲座、家长学校等形式为她们普及家庭教育
知识。相关机构或组织可专门为她们编写一份公共性强、易于理
解、易于操作的家庭教育教材，以及开设相关课程。"	"[1]不做焦虑父母，从良好亲子关系开始——疫情期间亲子关系状况调查报告[J].教育家,2021(24):24-27."
亲子沟通的定义是什么		"亲子沟通是一种特殊类型的人际沟通,是指在家庭中父母与子女双方主
体在亲缘关系的基础上,在共同创造的独特家庭情境中,基于各自的角色定
位和不同的态度、需要,通过各种言语和非言语的形式而交流信息、观点、
意见、情感和态度,以达到共同的了解、信任与互相合作的过程。亲子沟通
分为言语沟通和非言语沟通。亲子沟通是实现家庭教育功能的重要方式之
一。父母通过训练和榜样师范塑造了青少年获取规则的能力,并且主要是通
过亲子交往来实现的
"	"[1]胡悦. 亲子沟通与青少年健康成长[D].哈尔滨工程大学,2007."
亲子沟通的类型有哪些	有几种类型的亲子沟通？	"根据父母与青少年之间的沟通存在的一种稳定的方式和倾向, Mcleod
提出了划分亲子沟通类型的两个基本的维度关系定向和观念定向。Ritchie
在两个基本维度的基础上,划分出四种亲子沟通的类型, 即多元型
、保护型、放任型和一致型。

"	"[1]胡悦. 亲子沟通与青少年健康成长[D].哈尔滨工程大学,2007."
亲子沟通的类型有哪些（多元型）	什么是多元型的亲子沟通？	"多元型家庭看重的是亲子之间积极的沟通和表达思想、观点,但很少对
儿童施加压力,让子女服从父母的思想和观点
"	"[1]胡悦. 亲子沟通与青少年健康成长[D].哈尔滨工程大学,2007."
亲子沟通的类型有哪些（放任型）	什么是放任型的亲子沟通？	"放任型家庭同样不重视亲子之间的沟通和交流,但并不对儿童施加服从
父母的压力。在这样的家庭中,父母与儿童都各自追求自己的个人目标,而
不关心其他家庭成员的需要和愿望。在这样的家庭中,个人的自由不是像多
元型家庭那样通过开放的沟通来获得,而是以家庭成员之间很少沟通、相互
之间漠不关心为特征的。"	"[1]胡悦. 亲子沟通与青少年健康成长[D].哈尔滨工程大学,2007."
